Tolerance_ppm,Total_Simulated_Peaks,Total_Matched,Pooled_Match_Accuracy_pct,Mean_Of_Compound_Match_Accuracy_pct,Pooled_Mean_Position_Error_ppm
0.01,1473,54,3.6659877800407332,2.8170840896433806,0.0036620000000000047
0.02,1473,69,4.684317718940937,3.662744183309128,0.006121057971014497
0.05,1473,109,7.399864222674814,6.397516048487011,0.016664073394495417
