Model_Type,D_Model,N_Heads,N_Encoder_Layers,Dim_Feedforward,Dropout,Input_Channels,Bin_Size_Input_Dim,N_Bins_Per_Channel,Positional_Encoding,Total_Params_Final_Model,Max_Epochs_Per_Fold,Final_Epochs_Used_Single_Model,Best_Epoch_Per_Fold,Early_Stop_Patience,Folds,Batch_Size,Optimizer,Loss_Function,Ensemble_Used,N_Train_Pool,N_Test,Mean_CV_Train_Loss,Mean_CV_Val_Loss,Std_CV_Val_Loss,Mean_CV_Train_R2,Mean_CV_Val_R2,Std_CV_Val_R2,Test_MSE,Test_R2,Test_MAE,Overall_Multiplicity_Accuracy_pct,Total_Matched_Resonances,Total_Missed_Resonances,Total_Spurious_Resonances
"Transformer (Johnson & Tipirneni-Sajja 2024, unmodified hyperparameters; 60/90 MHz as separate channels concatenated per bin)",128,4,3,512,0.1,2,32,128,False,607264,300,213,"[204, 228, 161, 191, 165, 226, 283, 153, 221, 292]",25,10,32,Adam (default lr),MSELoss,False,450,52,0.00039580102229525363,0.0005822728173289862,8.072217150120225e-05,0.5945539202955035,0.4671591397126516,0.03658655899300322,0.0004941839724779129,0.4998075778667743,0.00532902218401432,30.94170403587444,223,226,36
